productType,productName,price,url,description,terrain,abilityLevel,rockerType,turningRadius,tailType,materials,warranty
Ski,Blizzard Hustle 10 Skis 2024,$799.95,https://www.evo.com/skis/blizzard-hustle-10,"Take the best-selling Blizzard Ruster 10 shape and drop some weight by substituting a carbon laminate for the metal D.R.T. insert, and what have you got? The new Blizzard Hustle 10 Skis are no longer a figment of some crazy backcountry skier's imagination. Arguably the most versatile of the new Hustle series at 102mm in the waist (give or take), the Hustle 10 exhibits classic Blizzard power and precision on the descent, but the lighter construction makes it a viable uphill tool as well, perfect for the freerider who wants to get deeper into earning their own turns.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Wood",1 Year
Ski,Atomic Bent Chetler 120 Skis 2023,$799.95,https://www.evo.com/skis/atomic-bent-chetler-120-2023,"The Atomic Bent Chetler 120 Skis have been going strong for 14 years with no sign of slowing down. As the big brother of the newly expanded Bent family, they continue to set the standard for powder hungry freeriders seeking a more progressive - but no less capable - shape. Light, nimble, impossibly floaty, and stacked with enough guts to stomp every landing from here to Hokkaido, the Bent Chetler 120s are built to nurture your creativity and stoke the fire within.","Big Mountain, Powder, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Carbon, Wood",2 Years
Ski,Black Crows Mirus Cor Skis 2023,$899.95,https://www.evo.com/skis/black-crows-mirus-cor-2023,"For too long, all new ski tech has been made only for the deepest powder, the steepest lines, and the biggest stomps. But over the past few years, a new trend has started. Crazy new shapes are coming out designed specifically for the average day. And we're all about it. The Black Crows Mirus Cor Skis are the wacky French ski manufacturers take on a wacky ski designed to have the funnest, wackiest time possible ripping around the resort on an otherwise unremarkable snow day. It has skinny waist, a short length, a super tight turn radius, an eye-catching swallow tail, a single plate of titanal, and a nearly symmetrical twin shape. If this sounds like a crazy mishmash of carving features and park features, you're right. If you think this sounds like a crazy amount of fun, you're right again.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Swallowtail,"Metal, Wood",2 Years
Ski,K2 Dispatch 101 Skis 2023,$899.95,https://www.evo.com/skis/k2-dispatch-101-2023,"Ringing in the lightweight champion of the Dispatch Collection, the K2 Dispatch 101 Skis embody most of the key characteristics of their wider brethren while still packing a pretty punch when it comes to uphill performance. If you don't feel like hopping on the skin track to earn your turns, these skis have mastered the art of reliable stability and control when things start to get skied out inbounds. A fantastic one stop shop for skiers of all stripes.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Long,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Blizzard Hustle 9 Skis 2024,$749.95,https://www.evo.com/skis/blizzard-hustle-9,"Ok, now we're talking. Take the proven Rustler 9 platform, substitute a carbon and fiberglass DRT laminate for the Titanal one to drop weight but keep the classic Blizzard edgehold and precision, and BAM, you've got a ripper's delight that's light enough to tour on but still has the guts to serve as your daily driver. The new Blizzard Hustle 9 Skis are the droids you seek.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Wood",1 Year
Ski,Blizzard Rustler 11 Skis,$799.95,https://www.evo.com/outlet/skis/blizzard-rustler-11-2023,"Not every ski is capable of satisfying everyone from budding big mountain skiers to bona fide pros, but then the Rustler 11 ain't just any ski. Blizzard have blurred the lines between ""approachable"" and ""badass"" with a light yet capable Carbon Flipcore layup, reinforced with metal in all the right places. The Rustlers are stable charger one moment, and just plain fun the next. Slash 'em, rail, 'em, point 'em straight down the fall line, the Blizzard Rustler 11 Skis are ready to rumble.","Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Rossignol Sender 106 Ti Plus Skis 2023,$899.95,https://www.evo.com/skis/rossignol-sender-106-ti-plus,"As crown jewel of their new Sender series, the Rossignol Sender 106 Ti Plus Skis carry the torch passed down from Rossi's previously iconic S-Series skis and trust us, they carry it well! With a unique combination of a poplar wood core, titanal metal, carbon alloy, and dampening laminates — not to mention Rossignol's signature AirTip tips/tails — the Sender 106 delivers a fusion of technical precision, high-octane stability, and all-mountain versatility. Whether you're presented with knee-deep pow, chopped up leftovers, steep trees, or fast, top-to-bottom groomers, you'll feel right at home on the Rossignol Sender 106 Ti Plus Skis.","All-Mountain, Big Mountain",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",1 Year
Ski,K2 Poacher Jr Skis ​+ FDT 7.0 Bindings - Kids' 2023,$369.95,https://www.evo.com/ski-packages/k2-poacher-jr-skis-fdt-70-bindings-kids,"It's a known fact that kids rip harder in the park than grownups. So why put kids with pipe dreams (or rail dreams, box dreams, or jump dreams) on foam core skis that can't keep up? The K2 Poacher Jr Skis + FDT 7.0 Bindings are junior sized freestyle skis that come with the same full wood core and park-ready stance and shape as their older siblings. They're perfect for kids getting into freestyle skiing, or just taking fun-filled laps around the mountain.","Park & Pipe, All-Mountain",Beginner-Intermediate,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,2 Years
Ski,Line Skis Chronic Skis 2023,$549.95,https://www.evo.com/skis/line-chronic,The Line Skis Chronic Skis are all around freestyle machines that are built with just a little more beef underfoot than your standard park rippers. They're spring loaded pop pandas that crush big jump lines for breakfast and send cat tracks for a mid morning snack. There's a reason four out of five park rats recommend the Chronic for daily use.,Park & Pipe,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,2 Years
Ski,K2 Mindbender 116 C Skis 2023,$749.95,https://www.evo.com/skis/k2-mindbender-116-c-2023,"If you're an old friend of dreamy powder days but a stranger to fatty skis, allow us to introduce you to the K2 Mindbender 116 C Skis. Release these light yet hefty powder players into their natural habitat to surf through deep snow, or find a sturdy edge hold and plow through chop and crud without missing a beat. The Mindbenders are almost too good to be true, and they're sure to make you a convert. Sit back, relax, and enjoy the snow!","Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Long,Partial Twin Tip,"Carbon, Wood",2 Years
Ski,Line Skis Tom Wallisch Pro Skis 2023,$499.95,https://www.evo.com/skis/line-tom-wallisch-pro-2023,"The Line Skis Tom Wallisch Pro Skis are where you go if you need the highest level of performance in the park. Deigned to be competition-ready, these sticks will help you push yourself to get around that one extra rotation, or to stomp that one trick you've been trying all year. They're quick, balanced, and super poppy - perfect for pushing the boundaries of freestyle skiing.",Park & Pipe,Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Carbon, Wood",2 Years
Ski,Rossignol Experience 78 C Skis ​+ Xpress 10 GW Bindings 2023,$579.95,https://www.evo.com/ski-packages/rossignol-experience-78-c-skis-xpress-11-gw-bindings,"When your patience with the ""experience"" at the rental counter reaches a boiling point, it's time to step up to a setup you can call you own, and you can do so proudly with the Rossignol Experience 78 C Skis + Xpress 11 GW Bindings. Easy-turning confidence and legendary Rossignol quality have your back as you navigate the ups and downs of your new favorite sport.",All-Mountain,Intermediate-Advanced,Rocker/Camber,Short,Flat,Wood,2 Years
Ski,K2 Mindbender 90 C Skis - Women's 2023,$499.95,https://www.evo.com/skis/k2-mindbender-90-c-womens,"Confidence is key when you're on a mission for improvement. The K2 Mindbender 90 C Skis are solid all-mountain machines for ladies who love spending time on groomers but are up to some off-piste adventuring when the feeling is right. They're lightweight, forgiving, and agile enough to navigate tight spots with composure and poise. What's not to love?",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Flat,"Carbon, Wood",2 Years
Ski,Blizzard Black Pearl 82 Skis - Women's 2024,$649.95,https://www.evo.com/skis/blizzard-black-pearl-82-womens,"The Blizzard Black Pearl 82 Skis occupy a unique niche in the ski world as an option with the ability to delight expert level skiers while not overwhelming newer followers of the sport. Calm and precise on edge, but without the unforgiving nature of some pure carving skis, the Black Pearl 82 is a winner for a wide range of front side skiers.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Armada ARW 86 Skis - Women's 2023,$449.95,https://www.evo.com/skis/armada-arw-86-womens,"From switch landings on big booters to frontside switch ups on the rails, your skiing demands style and perfection at every turn. The Armada ARW 86 Skis are designed to provide all that and more for your freestyle exploits. They're tried and true park warriors with burly bases, oversized edges, a springy core, and a pressable flex so your and boost, butter, and slide your way through the season.",Park & Pipe,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
Ski,Armada Reliance 92 Ti Skis - Women's 2023,$699.95,https://www.evo.com/skis/armada-reliance-92-ti-womens-2022,"The Armada Reliance 92 Ti Skis are built to thrive in any snow, any conditions, any time you head to the mountains. Built on a lightweight Caruba chassis with an innovative Articulated Titanal Banding layup, they're nimble and energetic in tight terrain, with fantastic turn and burn grip on firmer snow. Add a touch of rocker for soft snow versatility and you've got an incredibly capable ski you can reach for any day of the season.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Armada Reliance 102 Ti Skis - Women's 2023,$799.95,https://www.evo.com/skis/armada-reliance-102-ti-womens,"The Titanal-infused Reliance series takes over where the Victa left off, and the Armada Reliance 102 Ti Skis are ready to run with it. Armada keeps the weight down by using a Caruba wood core in concert with the Articulated Titanal Band construction, and the EST Freeride Rocker provides the ideal balance between flotation in fresh snow and control on firmer surfaces.","All-Mountain, Big Mountain",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Head Kore 105 Skis 2023,$799.00,https://www.evo.com/skis/head-kore-105,"The Head Kore 105 Skis make the best of two worlds. Their pure downhill pedigree shows through on each turn, providing the right level of feedback no matter how hard you push them. Their lightweight Multilayer-Carbon Sandwich Cap Construction means they're ideal for strong skiers as a backcountry option as well. Stiff enough to hit warp speed without hesitation, yet still maneuverable enough to effortlessly bounce through tight trees, and weighing in at a wickedly light weight — if you're an aggressive skier looking for a ski that never blinks, these bad mamajamas check all the boxes. The choice is up to you, but the Kore 105 is the right call either way.","All-Mountain, Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Graphene, Wood",1 Year
Ski,Rossignol Black Ops 92 Skis ​+ Xpress 11 GW Bindings - Women's 2023,$649.95,https://www.evo.com/ski-packages/rossignol-black-ops-92-skis-xpress-11-gw-bindings-womens,"Light, snappy and built with smaller and more freestyle-oriented riders in mind, the Rossignol Black Ops 92 Skis + Xpress 11 GW Bindings start with a full Paulownia wood core and continue with a minimalist cap construction. Quick and easy to edge in bumps, trees, or your favorite secret stash, the Black Ops 92 has the versatility you seek for turning winter into your best season.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,2 Years
Ski,Atomic Maverick 95 Ti Skis 2023,$699.95,https://www.evo.com/skis/atomic-maverick-95-ti-2023,"The Atomic Maverick 95 TI Skis are outstanding piste performers with a healthy dose of off-trail capability. Strong and smooth in just about any conceivable set of conditions, the Mavericks utilize a new OMatic core construction that expertly balances stiffness and flex over the length of the ski for top-notch riding through variable snow. Whether you find yourself laying trenches in fresh groomers or dipping into the trees for some leftover freshies, the Atomic Maverick 95 TI Skis make the transition seamless.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Flat,"Metal, Wood",2 Years
Ski,Armada Locator 112 Skis 2023,$849.95,https://www.evo.com/skis/armada-locator-112,"Somewhere out there, just over the next ridge, is the line you've been waiting your whole life to ski. Maybe it's a perfect pillow field, or a straight line chute with serious implications. Whatever it is, there's certainly not a chairlift that goes to the top of it, and it's certainly not the type of thing you want to be skiing on dinky little skimo planks. To help you find the nirvana you've been seeking, Armada has developed a new line of touring skis. The Armada Locator 112 Skis are the big guns of the new Locator series. They're wide and beefy for float and power charging the fall line and surfing through soft snow, but they also are remarkably light to make the skin track a breeze.","Big Mountain, Powder, Alpine Touring",Advanced-Expert,Rocker/Camber,Long,Partial Twin Tip,"Carbon, Metal, Wood",2 Years
Ski,K2 Dispatch 110 Skis 2023,$899.95,https://www.evo.com/skis/k2-dispatch-110-2023,"Whoever said you can't buy happiness hasn't had a chance to take the K2 Dispatch 110 Skis for a spin. There's nothing better than feeling fully equipped for the adventure that lies ahead, no matter what mother nature decides to brew up. Earning the title of most versatile setup from the new Dispatch Collection, the 110s can take you from dicey conditions out of bounds to buttery back bowl sends with friends. By moving mass within the ski towards the tip and tail, stability is held through choppy snow, making it nearly impossible to call the last lap. Stay till close on these spicy senders!","Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Long,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Rossignol Black Ops 118 Skis 2023,$849.95,https://www.evo.com/skis/rossignol-black-ops-118,"The lurking gator on the topsheet should give you some idea of the capability of the Rossignol Black Ops 118 Skis - all calm and serene up top, but when you dive down you encounter the beast. Watch some Parker White videos and you'll see what we mean; some surfy and spinny stuff and then WHAM, the action explodes and you see the kind of guts the 118 has. Hard charging and ""surfy"" can live together in peace - the Black Ops 118s are living proof.","Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Long,Full Twin Tip,Wood,1 Year
Ski,Blizzard Sheeva 11 Skis - Women's,$749.95,https://www.evo.com/outlet/skis/blizzard-sheeva-11-womens-2023,"The Blizzard Sheeva 11 Skis are the de-facto choice for hard charging women who love the steep and deep. They combine a unique silky ride with a level of control and precision seldom found on skis of this width — a product of their Titanal-infused D.R.T. construction and Blizzard's no-compromise attitude when it comes to edgehold and power. Look around you on a pow day, and you'll notice the preponderance of Sheeva 11's on the feet of the best skiers on the hill - this is the season to join the crowd.","Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Völkl Blaze 94 W Skis - Women's 2023,$599.99,https://www.evo.com/skis/volkl-blaze-94-w-womens,"Looking for light, nimble, and secure all in one package? Bonus points if that package can be used as a hybrid lift-served/backcountry ski? Check out the Völkl Blaze 94 W Skis, 'cause we think you'll like what you see. At 1455 grams in a 165cm size, this is ""touring weight"", but it's no noodle - the Blaze 94 delivers typical precision Völkl turns and still rips on harder snow. A prime contender to mount with a hybrid binding and be ready for anything, even if there's no lift.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Metal, Wood",1 Year
Ski,Blizzard Hustle 11 Skis 2024,$849.95,https://www.evo.com/skis/blizzard-hustle-11,"We've been dreaming for years of a lighter Rustler 11 that will do dual duty as a freeride ripper and backcountry slayer. The dream becomes reality this season with the introduction of the Blizzard Hustle 11 Skis. Built in the same molds but with a lighter TrueBlend Free Core and a modified Carbon D.R.T. insert instead of the Titanal one, the Hustle 11 kills it on powdery descents without killing you on the skin up. Mount this puppy up with a hybrid tech binding and light the fuse - the fireworks will be a thing of beauty.","Big Mountain, Powder, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Wood",1 Year
Ski,Season Forma Skis 2023,$899.00,https://www.evo.com/skis/season-forma,"A Hero-Day powder tool like few others, the Season Forma Skis want the cornice drop, the sweeping turns at Mach speed, and the runout that gaps the bergshrund each and every time you step in. This is a charger ski that demands attention and speed, not some surfy noodle for those just learning to ride the deep stuff, and it rewards the user in kind when they step it up. The Forma has surprisingly strong edgehold and straightline stability - both of which will stand you in good stead when that sheet of ice pops up mid-face or you feel the need to simply pin it and seek smoother terrain - but bring your ""A"" game and be prepared to use it.","Big Mountain, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Swallowtail,Wood,Limited Lifetime
Ski,Armada Stranger Skis 2023,$749.95,https://www.evo.com/skis/armada-stranger,"Despite what the latest TGR movie would have you believe, most days in the mountains actually aren't chest deep pow and endless cliff drops. Sure, those days happen, and they're the stuff dreams are made of, but in between there are a whole lot of other days that really make up the bulk of skiing. The Armada Stranger Skis are made for those other days. The groomer days, slush days, park laps, hot laps, and laughing all the way to the bottom. They have a short turn radius for carving up fresh cord, springboard tails for boosting off every side hit in sight, and big edgeless tips so your buddies can get a good laugh out of watching you try to nose butter every roller you see. We may all be strangers on a powder day, but we're all friends on a Stranger day.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Flat,Wood,2 Years
Ski,ZAG Slap 104 Skis 2023,$849.00,https://www.evo.com/skis/zag-slap-104,"Leave it to the French to not only invent backcountry freeriding but to give it a unique acronym. The ZAG Slap 104 Skis come in hot with their ""Style libre en arrière-pays"" versatility and ""Heavy Duty Light"" construction - built to take a beating but not weigh you down. Playful enough to butter your way down the hill on a lark, but burly and confident enough to hold their own on steeps and ice, the Slap 104 is truly a Jacques-of-All-Trades for the big mountain enthusiast.","All-Mountain, Big Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Flat/Rocker,Medium,Partial Twin Tip,"Flax, Wood",2 Years
Ski,Season Forma Skis,$749.00,https://www.evo.com/outlet/skis/season-forma-2021,"The Season Forma Skis are built for the dreamer. They’re for the purist willing to hike a little further, a little higher, just to reach THAT windlip and make THAT turn. As the natural evolution of Eric Pollard’s design philosophy, the Formas are smooth, playful, effortlessly floaty, and simultaneously timeless yet completely fresh. They feel like the first gulp of crisp alpine air when you step out the door, and they’re just as good for the soul. You’ll feel like you’ve known each other for years, because this is what you were looking for all along.","Big Mountain, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Swallowtail,Wood,Limited Lifetime
Ski,Head Kore 99 Skis 2023,$799.00,https://www.evo.com/skis/head-kore-99,"The best seller in the successful Kore lineup, the Head Kore 99 Skis are jacks-of-all-trades winners for skiers who consistently push their boundaries both inbounds and out. Super light, but with the trademarked Head straightline stability and excellent edgehold on firm surfaces, the Kore 99 is the perfect pick for a ""70/30"" ski - one that sees 70% of its use inbounds and 30% somewhere else (feel free to improvise here).","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Graphene, Wood",1 Year
Ski,Faction Mana 3 Skis 2023,$799.00,https://www.evo.com/skis/faction-mana-3-2023,"The Mana series thrives in the grey area between backcountry and freestyle, and the Faction Mana 3 Skis rule this domain. At 112mm in the waist, this is the ski for creative powder riders to realize their dreams on, whether they be in the area or somewhere outside it. If you're looking for a vehicle to shred to the limits of your imagination, the new Mana 3 just may be the one.","Big Mountain, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Wood",2 Years
Ski,Atomic Redster Q4 Skis ​+ M 10 GW Bindings 2023,$499.95,https://www.evo.com/ski-packages/atomic-redster-q4-skis-m-10-gw-bindings,"The Atomic Redster Q4 Skis + M 10 GW Bindings are made for the skier who appreciates fresh cord first thing in the morning. They carve corduroy with ease, slash end of day chop, and rule the runout when you need it most. Made with a foam and wood core reinforced with Titanal, this stiff charger just wants to GO. Thanks to included M 10 bindings you can do just that. Clip in with ease, pull down your fast glasses, and get out there.",Carving,Beginner-Intermediate,Camber,Medium,Flat,"Foam, Wood",2 Years
Ski,Armada ARV 116 JJ UL Skis 2023,$799.95,https://www.evo.com/skis/armada-arv-116-jj-ul,"When it comes to playful pow skis, the Armada JJ pretty wrote the book. But nowadays it ain't cool unless its human powered, and so Armada is happy to provide. The Armada ARV 116 JJ UL Skis feature the same legendary shape that blends stability with fun, but swaps out for an ultralight core. The reduced weight means it's even more flickable and pivotable dancing through trees and pillows down the fall line, and more importantly, its no chore at all to drag it up the skin track. Get your feet on a pair today and find out what the hype is all about.","Powder, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,2 Years
Ski,Rossignol Experience W 76 Skis ​+ Xpress 10 GW Bindings - Women's 2023,$479.95,https://www.evo.com/ski-packages/rossignol-experience-w-76-skis-xpress-10-gw-bindings-womens,"It's all about the experience. Rossignol have been propelling people up the learning curve for decades, and there's no better way to start the process than with the Rossignol Experience W 76 Skis + Xpress 10 GW Bindings. Forgiving, confident, and smooth, the Experience 76s will show you the way with no unpleasant surprises, taking you from ""never skied"" to ""loving it"" in a few short turns.",All-Mountain,Beginner-Intermediate,Rocker/Camber,Short,Flat,Wood,1 Year
Ski,Armada Edollo Skis 2023,$649.95,https://www.evo.com/skis/armada-edollo-2023,"Henrik Harlaut is a bonafide ski legend, and his pro model skis are legendary in their own right. Just as he has pushed the envelope of what's possible on skis over the years, his pro model has pushed the envelope of what defines a modern park ski. The Armada Edollo Skis have a silky smooth medium flex, a bit more tip rocker than you'd expect out of a sub-100 waisted ski, and are built to crush everything in the park. They're stable, nimble, and can boost to the moon. Wu-tang is for the children, but the Edollo skis are for you.",Park & Pipe,Advanced-Expert,Rocker/Camber,Medium,Full Twin Tip,Wood,2 Years
Ski,Dynastar M-Free 90 Skis 2023,$529.95,https://www.evo.com/skis/dynastar-m-free-90,"A light and nimble frontside ski built around a Paulownia wood core with a solid fiberglass Torsion Box construction, the Dynastar M-Free 90 Skis get 'er done whether the medium is perfect corduroy or snakey bumps, with a versatile rocker-camber-rocker shape and 90mm waist. Freeride never felt so good.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,1 Year
Ski,Rossignol Rallybird 102 Skis - Women's 2023,$749.95,https://www.evo.com/skis/rossignol-rallybird-102-womens,"For the contemporary all-mountain skier with a freeride flair, the Rossignol Rallybird 102 Skis is a very worthy vessel! Combining a progressive sidecut and Free Rocker profile, the Rallybird 102 gives you the edgehold you need to carve on corduroy while still maintaining a fun, easy-to-turn characteristic when you find yourself navigating through trees or moguls. Simultaneously light yet damp, the Rossignol Rallybird 102 Skis and their 102mm waist width strike the perfect balance of carvability on firmer snow and plenty of float in the pow.","Big Mountain, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,1 Year
Ski,Dynastar M-Pro 90 Skis 2023,$699.95,https://www.evo.com/skis/dynastar-m-pro-90,"Groomer lovers who still want to be ready for that surprise 8"" overnight dump should check out the Dynastar M-Pro 90 Skis. The M-Pro 90 has incredible precision on groomers, a damp and smooth ride courtesy of the Titanal Rocket Frame, and the ability to handle fresh and cut up snow with ease. Using Dynastar's Hybrid Poplar and Polyurethane core combines lightness and pop with smoothness, and Torsion Box Full Sidewall Construction gives the ski power to spare when on edge.",All-Mountain,Intermediate-Advanced,Rocker/Camber,Medium,Flat,"Metal, Polyurethane (PU), Wood",
Ski,RMU Valhalla 107 Skis - Women's 2023,$799.00,https://www.evo.com/skis/rmu-valhalla-107-womens,"Designed with the help of Olympian and RMU athlete, Keri Herman, the RMU Valhalla 107 Skis were made for big mountain charging gals on a quest for steep lines and deep turns. To improve the ride from the Valhalla predecessors, a longer radius and more effective edge has been added to increase stability at higher speeds, which hits just right since these girls are absolute speed machines. If you're still on a treasure hunt for a big mountain, pow-slashing beast that keeps up with your charger state of mind, you've found the pot 'o gold.","Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,Limited Lifetime
Ski,Völkl Revolt 81 Skis 2023,$349.99,https://www.evo.com/skis/volkl-revolt-81,"Just getting into park riding, but still need a quality ski to get around the whole mountain? Check out the Völkl Revolt 81 Skis and call it good. A full twin rocker with a slightly directional shape for ""all-mountain"" capability, the Revolt 81 gets it done whether you're cruising the groomed with your buds or getting slappy on features.","Park & Pipe, All-Mountain",Beginner-Intermediate,Camber,Medium,Full Twin Tip,Wood,1 Year
Ski,K2 Mindbender 89 Ti Skis - Women's 2023,$699.95,https://www.evo.com/skis/k2-mindbender-89-ti-womens,"When the jet stream leaves you high and dry, look to the K2 Mindbender 89 Ti Skis to keep you moving and shaking til the next storm rolls in. These Titanal powered rocketships deliver the goods when conditions are firm while remaining versatile and nimble enough to navigate bumps, trees, and even that surprise overnight refresh. K2's signature Titanal Y-Beam construction has been tweaked to improve turn initiation and edge-hold, along with an All-Terrain Rocker profile that knows no bounds. Ride the skis that put K2 back on the map, the Mindbenders are up there with the best.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Völkl Katana 108 Skis 2023,$849.99,https://www.evo.com/skis/volkl-katana-108-2023,"Want the precision and power of a Mantra, but want it on a pow day, too? Unsheath the Völkl Katana 108 Skis and let the snow fall where it may; you've got the tool to slice and dice anything from 2 feet of fresh to yards of corduroy without thinking about what ski to grab. One of the preferred ""big boy"" skis for the all-mountain master, the Katana 108 is perhaps the best choice ever offered for a daily driver in snowy, big mountain environments. 3D Radius Sidecut gives you optimal straightline stability plus the ability to carve it up when you so desire, and the Titanal Frame contributes dampness and stability without weighing you down.","All-Mountain, Big Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Atomic Bent 90 Skis 2024,$549.95,https://www.evo.com/skis/atomic-bent-90,"Sure, the Atomic Bent 90 Skis have their heart in the park, but their soaring popularity has returned some surprising feedback - they're a great all-mountain ski as well for anyone who values a light and maneuverable ski that still can hang on hard snow. With a Light Woodcore and Dura Cap construction, the Bent 90 can go as hard as you can and reward you in kind.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,2 Years
Ski,Atomic Bent 100 Skis 2024,$649.95,https://www.evo.com/skis/atomic-bent-100,"In a world bent on freeride fun, occasional park hijinks, and even (gasp) twin-tipped touring, the Atomic Bent 100 Skis have proven themselves time and time again. Doubters doubted when the Bent 100 debuted but the resounding thumbs up among those who ski them has been deafening. For pure creative fun, not much beats this ski, and you should check one out soon if you haven't already.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,2 Years
Ski,K2 Fatty Skis 2023,$239.95,https://www.evo.com/skis/k2-fatty,"No rest for the wicked who ride K2 Fatty Skis. It might not look like it, but these shred sticks can take you all over the mountain from park sends to your slope side stage under the lift. You can pair with any boot in any snow conditions, so yes, your cousin can take 'em for a spin too. Fatty time means party time, so hop on these blades of glory and tear it up Chazz Michael Michaels style.","Park & Pipe, All-Mountain",Intermediate-Advanced,Camber,,Full Twin Tip,Composite,2 Years
Ski,Atomic Bent 110 Skis 2024,$749.95,https://www.evo.com/skis/atomic-bent-110,"The philosophy of taking your tricks out of the park and into the pow has been a trend that suited the Bent Chetler line of skis perfectly, but for years skiers had to choose between the powder hungry 120 and the more low tide-oriented 100. No longer. The Atomic Bent 110 Skis fill the niche so perfectly that they've quickly become the fastest skis to sell out at evo in a long, long while. With an all-purpose twin shape, Combining Powder Rocker with HRZN tips and tails for better float in the deep, and a relatively light construction that lends itself to creativity in air, the Bent 110 does it all with a big smile.","All-Mountain, Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Carbon, Wood",2 Years
Ski,Armada ARW 88 Skis - Women's 2024,$549.95,https://www.evo.com/skis/armada-arw-88-womens,"Expand your definition of what's possible in the park with the Armada ARW 88 Skis. A poplar core, camber underfoot, and classic Armada flex and style make it a formidable park beast that gets down and dirty with all types of features. w3Dgewall sidewall construction beefs up durability, and an ash insert underneath the bindings reinforces an especially vulnerable area so you can go into the day with confidence your gear will hold up. Whether you're jumping metal balls or hitting threes, even falls will be fun on the Armada ARW 88 Skis.",Park & Pipe,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
